selection_rank,tile_name,selection_category,already_downloaded,size_bytes,size_gb,download_url,new_positive_polygon_count,positive_polygon_count,high_confidence_polygon_count,moderate_confidence_polygon_count,positive_intersection_m2,new_positive_intersection_m2,min_distance_to_existing_train_km,probe_accepted_patches_2m,probe_positive_patches_2m,probe_negative_patches_2m,probe_retained_polygon_count_2m,static_score,selection_reason,bbox_west,bbox_south,bbox_east,bbox_north
,USGS_LPC_OR_WesternWildfires_A22_s05040w14130.laz,hard_negative,False,186624087,0.186624,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w14130.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.016,,-123.6581447142,45.5836832124,-123.6459864058,45.5922198448
,USGS_LPC_OR_WesternWildfires_A22_s05160w14490.laz,hard_negative,False,158268680,0.158269,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w14490.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.016,,-123.6166428821,45.6835886431,-123.6044691696,45.6921207654
,USGS_LPC_OR_WesternWildfires_A22_s04950w13890.laz,hard_negative,False,208928392,0.208928,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13890.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0159,,-123.6896313201,45.5169617425,-123.6774827545,45.5255017339
,USGS_LPC_OR_WesternWildfires_A22_s05070w14220.laz,hard_negative,False,194902149,0.194902,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w14220.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0158,,-123.6477827533,45.6086615075,-123.6356205926,45.6171970164
,USGS_LPC_OR_WesternWildfires_A22_s04860w13320.laz,hard_negative,False,239058782,0.239059,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w13320.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0158,,-123.7160091938,45.3597933376,-123.7038900158,45.3683365943
,USGS_LPC_OR_WesternWildfires_A22_s05040w14370.laz,hard_negative,False,178539255,0.178539,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w14370.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0157,,-123.6617538424,45.649448833,-123.6495811528,45.6579854777
,USGS_LPC_OR_WesternWildfires_A22_s04920w14190.laz,hard_negative,False,192632167,0.192632,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14190.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0156,,-123.7058959472,45.5988498216,-123.6937278916,45.6073909735
,USGS_LPC_OR_WesternWildfires_A22_s04890w14340.laz,hard_negative,False,200678914,0.200679,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w14340.laz,0,0,0,0,0.0,0.0,2.016,,,,,6.0155,,-123.7199058163,45.6396304374,-123.7077272232,45.6481727289
,USGS_LPC_OR_WesternWildfires_A22_s04860w14070.laz,hard_negative,False,220141916,0.220142,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14070.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.0153,,-123.7274775067,45.5653228438,-123.7153135689,45.5738662398
,USGS_LPC_OR_WesternWildfires_A22_s04830w14220.laz,hard_negative,False,205697942,0.205698,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14220.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.0152,,-123.7414944977,45.606101681,-123.7293200316,45.6146462205
,USGS_LPC_OR_WesternWildfires_A22_s04710w14040.laz,hard_negative,False,200192093,0.200192,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14040.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.015,,-123.7855334271,45.5554713442,-123.7733636198,45.5640203711
,USGS_LPC_OR_WesternWildfires_A22_s04680w14190.laz,hard_negative,False,209193045,0.209193,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w14190.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.015,,-123.7995890974,45.596243446,-123.7874087571,45.60479362
,USGS_LPC_OR_WesternWildfires_A22_s04680w13860.laz,hard_negative,False,216950001,0.21695,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w13860.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.0149,,-123.794417306,45.5058181972,-123.7822567512,45.51436832
,USGS_LPC_OR_WesternWildfires_A22_s04650w14340.laz,hard_negative,False,220349343,0.220349,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04650w14340.laz,0,0,0,0,0.0,0.0,2.015,,,,,6.0146,,-123.8136646694,45.6370128792,-123.801473779,45.6455641977
,USGS_LPC_OR_WesternWildfires_A22_s04620w14490.laz,hard_negative,False,141358810,0.141359,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14490.laz,0,0,0,0,0.0,0.0,2.014,,,,,6.0145,,-123.8277601844,45.6777796195,-123.8155587271,45.6863320795
,USGS_LPC_OR_WesternWildfires_A22_s04560w13860.laz,hard_negative,False,9604833,0.009605,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13860.laz,0,0,0,0,0.0,0.0,2.002,,,,,6.0021,,-123.8330056473,45.5047227898,-123.8290207449,45.5130435098
,USGS_LPC_OR_WesternWildfires_A22_s05220w13440.laz,hard_negative,False,162846717,0.162847,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05220w13440.laz,0,0,0,0,0.0,0.0,1.984,,,,,5.984,,-123.5777851618,45.3964636027,-123.5656771971,45.4049933847
,USGS_LPC_OR_WesternWildfires_A22_s05190w13740.laz,hard_negative,False,172258372,0.172258,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w13740.laz,0,0,0,0,0.0,0.0,1.984,,,,,5.9836,,-123.5938572439,45.4783726799,-123.5817299072,45.4869036327
,USGS_LPC_OR_WesternWildfires_A22_s05040w14010.laz,hard_negative,False,175053453,0.175053,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w14010.laz,0,0,0,0,0.0,0.0,1.983,,,,,5.983,,-123.6563432367,45.5507994075,-123.6441921062,45.5593360296
,USGS_LPC_OR_WesternWildfires_A22_s05010w13620.laz,hard_negative,False,186783415,0.186783,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05010w13620.laz,0,0,0,0,0.0,0.0,1.983,,,,,5.983,,-123.6621836061,45.4436064473,-123.6500542139,45.4521441441
,USGS_LPC_OR_WesternWildfires_A22_s05040w13320.laz,hard_negative,False,104807638,0.104808,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w13320.laz,0,0,0,0,0.0,0.0,1.983,,,,,5.9827,,-123.6460244749,45.3617052873,-123.6339144539,45.370241799
,USGS_LPC_OR_WesternWildfires_A22_s04980w13920.laz,hard_negative,False,187762309,0.187762,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13920.laz,0,0,0,0,0.0,0.0,1.983,,,,,5.9825,,-123.6783886046,45.5255017368,-123.6662397809,45.5340406048
,USGS_LPC_OR_WesternWildfires_A22_s04980w14490.laz,hard_negative,False,192688258,0.192688,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14490.laz,0,0,0,0,0.0,0.0,1.982,,,,,5.9823,,-123.6870200359,45.6816945726,-123.6748370559,45.6902334806
,USGS_LPC_OR_WesternWildfires_A22_s04890w13350.laz,hard_negative,False,165554456,0.165554,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w13350.laz,0,0,0,0,0.0,0.0,1.982,,,,,5.9821,,-123.7048009095,45.3683365972,-123.6926814727,45.3768787376
,USGS_LPC_OR_WesternWildfires_A22_s04920w14370.laz,hard_negative,False,212725881,0.212726,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04920w14370.laz,0,0,0,0,0.0,0.0,1.982,,,,,5.9819,,-123.7086436394,45.6481727317,-123.6964647846,45.6567138956
,USGS_LPC_OR_WesternWildfires_A22_s04890w14220.laz,hard_negative,False,225965796,0.225966,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w14220.laz,0,0,0,0,0.0,0.0,1.982,,,,,5.9818,,-123.7180673433,45.6067486741,-123.7058959513,45.615290957
,USGS_LPC_OR_WesternWildfires_A22_s04860w14190.laz,hard_negative,False,194425341,0.194425,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14190.laz,0,0,0,0,0.0,0.0,1.981,,,,,5.981,,-123.7293200275,45.5982052627,-123.7171488975,45.6067486712
,USGS_LPC_OR_WesternWildfires_A22_s04830w14040.laz,hard_negative,False,204075896,0.204076,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04830w14040.laz,0,0,0,0,0.0,0.0,1.981,,,,,5.9809,,-123.7387207136,45.5567783214,-123.7265570382,45.565322841
,USGS_LPC_OR_WesternWildfires_A22_s04710w14220.laz,hard_negative,False,209700083,0.2097,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w14220.laz,0,0,0,0,0.0,0.0,1.98,,,,,5.9804,,-123.7883472186,45.6047936229,-123.7761666105,45.6133426733
,USGS_LPC_OR_WesternWildfires_A22_s04680w14070.laz,hard_negative,False,186644804,0.186645,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w14070.laz,0,0,0,0,0.0,0.0,1.98,,,,,5.9803,,-123.7977065693,45.563362108,-123.7855334311,45.5719122658
,USGS_LPC_OR_WesternWildfires_A22_s04710w13830.laz,hard_negative,False,219494989,0.219495,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w13830.laz,0,0,0,0,0.0,0.0,1.98,,,,,5.9801,,-123.7822567472,45.4979268338,-123.7700995167,45.5064758257
,USGS_LPC_OR_WesternWildfires_A22_s04650w14460.laz,hard_negative,False,193311205,0.193311,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04650w14460.laz,0,0,0,0,0.0,0.0,1.979,,,,,5.9793,,-123.815558723,45.6698925203,-123.8033606096,45.6784438496
,USGS_LPC_OR_WesternWildfires_A22_s04620w14310.laz,hard_negative,False,207993633,0.207994,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04620w14310.laz,0,0,0,0,0.0,0.0,1.979,,,,,5.9792,,-123.8249090777,45.6284604337,-123.8127184575,45.6370128764
,USGS_LPC_OR_WesternWildfires_A22_s05100w13890.laz,positive_diversity,False,170229539,0.17023,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05100w13890.laz,0,1,0,3,75277.53,0.0,0.913,,,,,5.9134,,-123.6311514989,45.5185445735,-123.6190106103,45.5270789272
,USGS_LPC_OR_WesternWildfires_A22_s04740w13710.laz,positive_diversity,False,82002138,0.082002,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04740w13710.laz,0,1,0,1,4941.51,0.0,2.871,,,,,5.8711,,-123.7687026022,45.4653713869,-123.7565540744,45.4739192302
,USGS_LPC_OR_WesternWildfires_A22_s04560w13890.laz,positive_diversity,False,72598570,0.072599,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04560w13890.laz,0,1,0,1,18132.504,0.0,2.835,,,,,5.8354,,-123.8369691838,45.5128436581,-123.8294950911,45.521264012
,USGS_LPC_OR_WesternWildfires_A22_s04980w13350.laz,hard_negative,False,199764015,0.199764,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w13350.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8269,,-123.669803777,45.369294456,-123.6576889191,45.3778332236
,USGS_LPC_OR_WesternWildfires_A22_s05070w13560.laz,hard_negative,False,190907938,0.190908,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w13560.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8268,,-123.6379281355,45.4277943724,-123.6258053745,45.4363298066
,USGS_LPC_OR_WesternWildfires_A22_s04770w13350.laz,hard_negative,False,194305720,0.194306,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04770w13350.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8268,,-123.7514619383,45.3670430996,-123.7393364035,45.3755897345
,USGS_LPC_OR_WesternWildfires_A22_s05100w13980.laz,hard_negative,False,146025756,0.146026,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05100w13980.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.6324908883,45.5432082342,-123.6203446258,45.5517425968
,USGS_LPC_OR_WesternWildfires_A22_s04950w13860.laz,hard_negative,False,239471847,0.239472,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13860.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.6891767942,45.5087406605,-123.6770300209,45.5172806479
,USGS_LPC_OR_WesternWildfires_A22_s05040w14100.laz,hard_negative,False,195927659,0.195928,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w14100.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.6576941521,45.5754623225,-123.645537639,45.5839989526
,USGS_LPC_OR_WesternWildfires_A22_s04710w13740.laz,hard_negative,False,40945890,0.040946,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04710w13740.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.7808544546,45.4732643069,-123.7687026064,45.4818132784
,USGS_LPC_OR_WesternWildfires_A22_s04650w13860.laz,hard_negative,False,223125172,0.223125,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04650w13860.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.8061100339,45.5054876256,-123.7939479506,45.5140388736
,USGS_LPC_OR_WesternWildfires_A22_s04950w14190.laz,hard_negative,False,202271371,0.202271,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w14190.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.694183711,45.5991703422,-123.6820171934,45.6077103655
,USGS_LPC_OR_WesternWildfires_A22_s05070w14250.laz,hard_negative,False,199312303,0.199312,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w14250.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.6482321607,45.616882275,-123.636068203,45.6254177854
,USGS_LPC_OR_WesternWildfires_A22_s05010w14370.laz,hard_negative,False,196253918,0.196254,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05010w14370.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8267,,-123.6734764863,45.6491315681,-123.6613022546,45.6576693428
,USGS_LPC_OR_WesternWildfires_A22_s04860w14100.laz,hard_negative,False,222972599,0.222973,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04860w14100.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8266,,-123.7279379399,45.5735435103,-123.7157722048,45.5820869097
,USGS_LPC_OR_WesternWildfires_A22_s04890w14310.laz,hard_negative,False,202179992,0.20218,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04890w14310.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8266,,-123.7194460012,45.6314100598,-123.7072692092,45.6399523494
,USGS_LPC_OR_WesternWildfires_A22_s04800w14220.laz,hard_negative,False,162068779,0.162069,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04800w14220.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8266,,-123.7532078772,45.6057764254,-123.7410318747,45.6143220929
,USGS_LPC_OR_WesternWildfires_A22_s05160w14520.laz,hard_negative,False,152162260,0.152162,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w14520.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8266,,-123.6170884253,45.691809157,-123.6049129122,45.7003412789
,USGS_LPC_OR_WesternWildfires_A22_s04680w14160.laz,hard_negative,False,219648905,0.219649,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04680w14160.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8266,,-123.799118264,45.5880231735,-123.786939725,45.5965733437
,USGS_LPC_OR_WesternWildfires_A22_s04650w14370.laz,hard_negative,False,197627378,0.197627,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04650w14370.laz,0,0,0,0,0.0,0.0,1.827,,,,,5.8265,,-123.81413798,45.6452328537,-123.8019452847,45.6537841751
,USGS_LPC_OR_WesternWildfires_A22_s05190w13950.laz,positive_diversity,False,206474235,0.206474,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05190w13950.laz,0,1,0,1,44389.533,0.0,2.826,,,,,5.8259,,-123.5969448895,45.5359229579,-123.5848050339,45.5444539319
,USGS_LPC_OR_WesternWildfires_A22_s05070w13530.laz,hard_negative,False,168140854,0.168141,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w13530.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7921,,-123.6374816635,45.419572689,-123.6253606873,45.4281081179
,USGS_LPC_OR_WesternWildfires_A22_s05010w13680.laz,hard_negative,False,217887984,0.217888,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05010w13680.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7917,,-123.6630840795,45.4600493732,-123.6509511122,45.46858708
,USGS_LPC_OR_WesternWildfires_A22_s05040w14070.laz,hard_negative,False,176813960,0.176814,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05040w14070.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7917,,-123.6572437186,45.5672413917,-123.6450890002,45.5757780193
,USGS_LPC_OR_WesternWildfires_A22_s05160w14550.laz,hard_negative,False,177657773,0.177658,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05160w14550.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7917,,-123.6175340958,45.7000296275,-123.6053567817,45.7085617487
,USGS_LPC_OR_WesternWildfires_A22_s05070w14460.laz,hard_negative,False,178990871,0.178991,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w14460.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7916,,-123.651381607,45.6744264645,-123.6392050557,45.6829619805
,USGS_LPC_OR_WesternWildfires_A22_s04950w13350.laz,hard_negative,False,211703573,0.211704,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13350.laz,0,0,0,0,0.0,0.0,1.792,,,,,5.7915,,-123.6814696165,45.3689763378,-123.6693532318,45.3775162299
,USGS_LPC_OR_WesternWildfires_A22_s04950w13830.laz,hard_negative,False,208140839,0.208141,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04950w13830.laz,0,0,0,0,0.0,0.0,1.791,,,,,5.7914,,-123.6887223978,45.5005195388,-123.6765774163,45.5090595219
,USGS_LPC_OR_WesternWildfires_A22_s05070w14280.laz,hard_negative,False,170528432,0.170528,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s05070w14280.laz,0,0,0,0,0.0,0.0,1.791,,,,,5.7914,,-123.6486816963,45.6251030006,-123.6365159411,45.6336385123
,USGS_LPC_OR_WesternWildfires_A22_s04980w14190.laz,hard_negative,False,220378123,0.220378,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/OR_WesternWildfires_A22/OR_WWildfires_2_A22/LAZ/USGS_LPC_OR_WesternWildfires_A22_s04980w14190.laz,0,0,0,0,0.0,0.0,1.791,,,,,5.7913,,-123.6824713448,45.5994896901,-123.6703063656,45.6080285847
