mask,tp_plain,fp_plain,fn_plain,tn_plain,precision_plain,recall_plain,f1_plain,iou_plain,gt_positive_fraction_plain,pred_positive_fraction_plain,tp_efficientnet,fp_efficientnet,fn_efficientnet,tn_efficientnet,precision_efficientnet,recall_efficientnet,f1_efficientnet,iou_efficientnet,gt_positive_fraction_efficientnet,pred_positive_fraction_efficientnet,f1_change,precision_change,recall_change,iou_change,fp_change,fn_change,pred_positive_fraction_change
mask_100.h5,26,31,1,16326,0.45614035087719296,0.9629629629629629,0.6190476190476191,0.4482758620689655,0.00164794921875,0.00347900390625,24,18,3,16339,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.5333333333333333,0.00164794921875,0.0025634765625,0.07660455486542439,0.11528822055137844,-0.07407407407407407,0.0850574712643678,-13,2,-0.00091552734375
mask_101.h5,0,0,0,16384,,,,,0.0,0.0,0,43,0,16341,0.0,,0.0,0.0,0.0,0.00262451171875,,,,,43,0,0.00262451171875
mask_102.h5,0,0,0,16384,,,,,0.0,0.0,0,1,0,16383,0.0,,0.0,0.0,0.0,6.103515625e-05,,,,,1,0,6.103515625e-05
mask_103.h5,0,11,0,16373,0.0,,0.0,0.0,0.0,0.00067138671875,0,22,0,16362,0.0,,0.0,0.0,0.0,0.0013427734375,0.0,0.0,,0.0,11,0,0.00067138671875
mask_104.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_105.h5,839,162,98,15285,0.8381618381618382,0.8954108858057631,0.8658410732714138,0.7634212920837125,0.05718994140625,0.06109619140625,825,88,112,15359,0.9036144578313253,0.880469583778015,0.8918918918918919,0.8048780487804879,0.05718994140625,0.05572509765625,0.02605081862047809,0.06545261966948712,-0.014941302027748127,0.0414567566967754,-74,14,-0.00537109375
mask_106.h5,0,22,0,16362,0.0,,0.0,0.0,0.0,0.0013427734375,0,7,0,16377,0.0,,0.0,0.0,0.0,0.00042724609375,0.0,0.0,,0.0,-15,0,-0.00091552734375
mask_107.h5,158,79,7,16140,0.6666666666666666,0.9575757575757575,0.7860696517412935,0.6475409836065574,0.01007080078125,0.01446533203125,149,63,16,16156,0.7028301886792453,0.9030303030303031,0.7904509283819628,0.6535087719298246,0.01007080078125,0.012939453125,0.00438127664066934,0.036163522012578664,-0.05454545454545445,0.005967788323267165,-16,9,-0.00152587890625
mask_108.h5,0,0,125,16259,,0.0,0.0,0.0,0.00762939453125,0.0,22,47,103,16212,0.3188405797101449,0.176,0.2268041237113402,0.12790697674418605,0.00762939453125,0.00421142578125,0.2268041237113402,,0.176,0.12790697674418605,47,-22,0.00421142578125
mask_109.h5,201,132,179,15872,0.6036036036036037,0.5289473684210526,0.5638148667601683,0.392578125,0.023193359375,0.02032470703125,246,83,134,15921,0.7477203647416414,0.6473684210526316,0.693935119887165,0.531317494600432,0.023193359375,0.02008056640625,0.1301202531269967,0.14411676113803773,0.11842105263157898,0.13873936960043198,-49,-45,-0.000244140625
mask_110.h5,45,76,3,16260,0.371900826446281,0.9375,0.5325443786982249,0.3629032258064516,0.0029296875,0.00738525390625,39,26,9,16310,0.6,0.8125,0.6902654867256637,0.527027027027027,0.0029296875,0.00396728515625,0.15772110802743877,0.228099173553719,-0.125,0.16412380122057535,-50,6,-0.00341796875
mask_111.h5,0,38,0,16346,0.0,,0.0,0.0,0.0,0.0023193359375,0,34,0,16350,0.0,,0.0,0.0,0.0,0.0020751953125,0.0,0.0,,0.0,-4,0,-0.000244140625
mask_112.h5,0,38,0,16346,0.0,,0.0,0.0,0.0,0.0023193359375,0,1,0,16383,0.0,,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,,0.0,-37,0,-0.00225830078125
mask_113.h5,39,319,15,16011,0.10893854748603352,0.7222222222222222,0.18932038834951456,0.10455764075067024,0.0032958984375,0.0218505859375,29,158,25,16172,0.15508021390374332,0.5370370370370371,0.24066390041493776,0.13679245283018868,0.0032958984375,0.01141357421875,0.0513435120654232,0.04614166641770981,-0.18518518518518512,0.032234812079518435,-161,10,-0.01043701171875
mask_114.h5,174,204,53,15953,0.4603174603174603,0.7665198237885462,0.5752066115702479,0.4037122969837587,0.01385498046875,0.0230712890625,137,144,90,16013,0.4875444839857651,0.6035242290748899,0.5393700787401575,0.3692722371967655,0.01385498046875,0.01715087890625,-0.03583653283009036,0.027227023668304817,-0.16299559471365632,-0.034440059786993216,-60,37,-0.00592041015625
mask_115.h5,0,14,0,16370,0.0,,0.0,0.0,0.0,0.0008544921875,0,58,0,16326,0.0,,0.0,0.0,0.0,0.0035400390625,0.0,0.0,,0.0,44,0,0.002685546875
mask_116.h5,57,55,39,16233,0.5089285714285714,0.59375,0.5480769230769231,0.37748344370860926,0.005859375,0.0068359375,53,30,43,16258,0.6385542168674698,0.5520833333333334,0.5921787709497207,0.42063492063492064,0.005859375,0.00506591796875,0.044101847872797584,0.12962564543889843,-0.04166666666666663,0.04315147692631138,-25,4,-0.00177001953125
mask_117.h5,0,1,0,16383,0.0,,0.0,0.0,0.0,6.103515625e-05,0,24,0,16360,0.0,,0.0,0.0,0.0,0.00146484375,0.0,0.0,,0.0,23,0,0.00140380859375
mask_118.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_119.h5,474,40,374,15496,0.9221789883268483,0.5589622641509434,0.6960352422907489,0.5337837837837838,0.0517578125,0.0313720703125,483,56,365,15480,0.8961038961038961,0.5695754716981132,0.6964671953857245,0.5342920353982301,0.0517578125,0.03289794921875,0.0004319530949756789,-0.026075092222952234,0.010613207547169767,0.0005082516144463423,16,-9,0.00152587890625
mask_120.h5,75,14,67,16228,0.8426966292134831,0.528169014084507,0.6493506493506493,0.4807692307692308,0.0086669921875,0.00543212890625,83,16,59,16226,0.8383838383838383,0.5845070422535211,0.6887966804979253,0.5253164556962026,0.0086669921875,0.00604248046875,0.03944603114727596,-0.004312790829644753,0.05633802816901412,0.044547224926971773,2,-8,0.0006103515625
mask_121.h5,11,19,13,16341,0.36666666666666664,0.4583333333333333,0.4074074074074074,0.2558139534883721,0.00146484375,0.0018310546875,11,25,13,16335,0.3055555555555556,0.4583333333333333,0.36666666666666664,0.22448979591836735,0.00146484375,0.002197265625,-0.040740740740740744,-0.06111111111111106,0.0,-0.03132415757000476,6,0,0.0003662109375
mask_122.h5,0,5,0,16379,0.0,,0.0,0.0,0.0,0.00030517578125,0,0,0,16384,,,,,0.0,0.0,,,,,-5,0,-0.00030517578125
mask_123.h5,21,239,5,16119,0.08076923076923077,0.8076923076923077,0.14685314685314685,0.07924528301886792,0.0015869140625,0.015869140625,18,155,8,16203,0.10404624277456648,0.6923076923076923,0.18090452261306533,0.09944751381215469,0.0015869140625,0.01055908203125,0.034051375759918484,0.023277012005335704,-0.11538461538461542,0.02020223079328677,-84,3,-0.00531005859375
mask_124.h5,300,226,37,15821,0.5703422053231939,0.8902077151335311,0.6952491309385863,0.5328596802841918,0.02056884765625,0.0321044921875,276,163,61,15884,0.6287015945330297,0.8189910979228486,0.711340206185567,0.552,0.02056884765625,0.02679443359375,0.016091075246980724,0.058359389209835744,-0.07121661721068251,0.019140319715808207,-63,24,-0.00531005859375
mask_125.h5,7,12,16,16349,0.3684210526315789,0.30434782608695654,0.3333333333333333,0.2,0.00140380859375,0.00115966796875,6,34,17,16327,0.15,0.2608695652173913,0.19047619047619047,0.10526315789473684,0.00140380859375,0.00244140625,-0.14285714285714285,-0.21842105263157893,-0.043478260869565244,-0.09473684210526317,22,1,0.00128173828125
mask_126.h5,52,7,66,16259,0.8813559322033898,0.4406779661016949,0.5875706214689266,0.416,0.0072021484375,0.00360107421875,72,43,46,16223,0.6260869565217392,0.6101694915254238,0.6180257510729614,0.4472049689440994,0.0072021484375,0.00701904296875,0.030455129604034847,-0.25526897568165063,0.16949152542372886,0.03120496894409941,36,-20,0.00341796875
mask_127.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_128.h5,1162,203,700,14319,0.8512820512820513,0.6240601503759399,0.720173535791757,0.5627118644067797,0.1136474609375,0.08331298828125,1004,156,858,14366,0.8655172413793103,0.5392051557465092,0.6644606221045665,0.4975222993062438,0.1136474609375,0.07080078125,-0.05571291368719056,0.014235190097259043,-0.08485499462943069,-0.06518956510053586,-47,158,-0.01251220703125
mask_129.h5,163,46,74,16101,0.7799043062200957,0.6877637130801688,0.7309417040358744,0.5759717314487632,0.01446533203125,0.01275634765625,148,21,89,16126,0.8757396449704142,0.6244725738396625,0.729064039408867,0.5736434108527132,0.01446533203125,0.01031494140625,-0.001877664627007447,0.09583533875031858,-0.06329113924050633,-0.0023283205960500375,-25,15,-0.00244140625
mask_130.h5,0,0,111,16273,,0.0,0.0,0.0,0.00677490234375,0.0,18,63,93,16210,0.2222222222222222,0.16216216216216217,0.1875,0.10344827586206896,0.00677490234375,0.00494384765625,0.1875,,0.16216216216216217,0.10344827586206896,63,-18,0.00494384765625
mask_131.h5,0,3,0,16381,0.0,,0.0,0.0,0.0,0.00018310546875,0,82,0,16302,0.0,,0.0,0.0,0.0,0.0050048828125,0.0,0.0,,0.0,79,0,0.00482177734375
mask_132.h5,32,14,88,16250,0.6956521739130435,0.26666666666666666,0.3855421686746988,0.23880597014925373,0.00732421875,0.0028076171875,23,50,97,16214,0.3150684931506849,0.19166666666666668,0.23834196891191708,0.13529411764705881,0.00732421875,0.00445556640625,-0.14720019976278173,-0.38058368076235854,-0.07499999999999998,-0.10351185250219491,36,9,0.00164794921875
mask_133.h5,0,1,0,16383,0.0,,0.0,0.0,0.0,6.103515625e-05,0,43,0,16341,0.0,,0.0,0.0,0.0,0.00262451171875,0.0,0.0,,0.0,42,0,0.0025634765625
mask_134.h5,290,142,64,15888,0.6712962962962963,0.8192090395480226,0.7379134860050891,0.5846774193548387,0.0216064453125,0.0263671875,253,93,101,15937,0.7312138728323699,0.7146892655367232,0.7228571428571429,0.5659955257270693,0.0216064453125,0.0211181640625,-0.015056343147946238,0.05991757653607366,-0.10451977401129942,-0.018681893627769397,-49,37,-0.0052490234375
mask_135.h5,97,20,31,16236,0.8290598290598291,0.7578125,0.7918367346938775,0.6554054054054054,0.0078125,0.00714111328125,112,47,16,16209,0.7044025157232704,0.875,0.7804878048780488,0.64,0.0078125,0.00970458984375,-0.01134892981582869,-0.12465731333655872,0.1171875,-0.015405405405405359,27,-15,0.0025634765625
mask_136.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_137.h5,84,78,27,16195,0.5185185185185185,0.7567567567567568,0.6153846153846154,0.4444444444444444,0.00677490234375,0.0098876953125,63,47,48,16226,0.5727272727272728,0.5675675675675675,0.5701357466063348,0.3987341772151899,0.00677490234375,0.0067138671875,-0.045248868778280604,0.05420875420875426,-0.18918918918918926,-0.04571026722925453,-31,21,-0.003173828125
mask_138.h5,0,0,0,16384,,,,,0.0,0.0,0,2,0,16382,0.0,,0.0,0.0,0.0,0.0001220703125,,,,,2,0,0.0001220703125
mask_139.h5,189,446,237,15512,0.29763779527559053,0.44366197183098594,0.35626767200754006,0.21674311926605505,0.0260009765625,0.03875732421875,180,136,246,15822,0.569620253164557,0.4225352112676056,0.48517520215633425,0.3202846975088968,0.0260009765625,0.019287109375,0.1289075301487942,0.27198245788896647,-0.02112676056338031,0.10354157824284177,-310,9,-0.01947021484375
mask_140.h5,0,65,0,16319,0.0,,0.0,0.0,0.0,0.00396728515625,0,103,0,16281,0.0,,0.0,0.0,0.0,0.00628662109375,0.0,0.0,,0.0,38,0,0.0023193359375
mask_141.h5,48,3,58,16275,0.9411764705882353,0.4528301886792453,0.6114649681528662,0.44036697247706424,0.0064697265625,0.00311279296875,52,18,54,16260,0.7428571428571429,0.49056603773584906,0.5909090909090909,0.41935483870967744,0.0064697265625,0.0042724609375,-0.020555877243775278,-0.1983193277310924,0.037735849056603765,-0.02101213376738681,15,-4,0.00115966796875
mask_142.h5,0,43,0,16341,0.0,,0.0,0.0,0.0,0.00262451171875,0,30,0,16354,0.0,,0.0,0.0,0.0,0.0018310546875,0.0,0.0,,0.0,-13,0,-0.00079345703125
mask_143.h5,66,60,30,16228,0.5238095238095238,0.6875,0.5945945945945946,0.4230769230769231,0.005859375,0.0076904296875,58,30,38,16258,0.6590909090909091,0.6041666666666666,0.6304347826086957,0.4603174603174603,0.005859375,0.00537109375,0.03584018801410105,0.13528138528138522,-0.08333333333333337,0.03724053724053722,-30,8,-0.0023193359375
mask_144.h5,0,136,0,16248,0.0,,0.0,0.0,0.0,0.00830078125,0,118,0,16266,0.0,,0.0,0.0,0.0,0.0072021484375,0.0,0.0,,0.0,-18,0,-0.0010986328125
mask_145.h5,0,156,0,16228,0.0,,0.0,0.0,0.0,0.009521484375,0,0,0,16384,,,,,0.0,0.0,,,,,-156,0,-0.009521484375
mask_146.h5,0,1163,0,15221,0.0,,0.0,0.0,0.0,0.07098388671875,0,172,0,16212,0.0,,0.0,0.0,0.0,0.010498046875,0.0,0.0,,0.0,-991,0,-0.06048583984375
mask_147.h5,149,43,6,16186,0.7760416666666666,0.9612903225806452,0.8587896253602305,0.7525252525252525,0.00946044921875,0.01171875,150,42,5,16187,0.78125,0.967741935483871,0.8645533141210374,0.7614213197969543,0.00946044921875,0.01171875,0.0057636887608069065,0.00520833333333337,0.006451612903225823,0.00889606727170178,-1,-1,0.0
mask_148.h5,0,8,0,16376,0.0,,0.0,0.0,0.0,0.00048828125,0,0,0,16384,,,,,0.0,0.0,,,,,-8,0,-0.00048828125
mask_149.h5,0,28,0,16356,0.0,,0.0,0.0,0.0,0.001708984375,0,39,0,16345,0.0,,0.0,0.0,0.0,0.00238037109375,0.0,0.0,,0.0,11,0,0.00067138671875
mask_150.h5,28,12,16,16328,0.7,0.6363636363636364,0.6666666666666666,0.5,0.002685546875,0.00244140625,25,42,19,16298,0.373134328358209,0.5681818181818182,0.45045045045045046,0.29069767441860467,0.002685546875,0.00408935546875,-0.21621621621621617,-0.326865671641791,-0.06818181818181812,-0.20930232558139533,30,3,0.00164794921875
mask_151.h5,0,4,11,16369,0.0,0.0,0.0,0.0,0.00067138671875,0.000244140625,0,12,11,16361,0.0,0.0,0.0,0.0,0.00067138671875,0.000732421875,0.0,0.0,0.0,0.0,8,0,0.00048828125
mask_152.h5,7208,1051,749,7376,0.8727448843685677,0.9058690461229106,0.8889985199802664,0.8001776198934281,0.48565673828125,0.50408935546875,6581,797,1376,7630,0.8919761452968284,0.8270705039587785,0.8582980110857515,0.7517706191455334,0.48565673828125,0.4503173828125,-0.03070050889451481,0.019231260928260774,-0.07879854216413218,-0.04840700074789461,-254,627,-0.05377197265625
mask_153.h5,24,19,4,16337,0.5581395348837209,0.8571428571428571,0.676056338028169,0.5106382978723404,0.001708984375,0.00262451171875,22,5,6,16351,0.8148148148148148,0.7857142857142857,0.8,0.6666666666666666,0.001708984375,0.00164794921875,0.12394366197183104,0.25667527993109385,-0.0714285714285714,0.15602836879432624,-14,2,-0.0009765625
mask_154.h5,0,147,0,16237,0.0,,0.0,0.0,0.0,0.00897216796875,0,107,0,16277,0.0,,0.0,0.0,0.0,0.00653076171875,0.0,0.0,,0.0,-40,0,-0.00244140625
mask_155.h5,72,118,27,16167,0.37894736842105264,0.7272727272727273,0.4982698961937716,0.3317972350230415,0.00604248046875,0.0115966796875,45,57,54,16228,0.4411764705882353,0.45454545454545453,0.44776119402985076,0.28846153846153844,0.00604248046875,0.0062255859375,-0.05050870216392084,0.06222910216718264,-0.27272727272727276,-0.043335696561503045,-61,27,-0.00537109375
mask_156.h5,31,120,9,16224,0.2052980132450331,0.775,0.32460732984293195,0.19375,0.00244140625,0.00921630859375,27,36,13,16308,0.42857142857142855,0.675,0.5242718446601942,0.35526315789473684,0.00244140625,0.00384521484375,0.19966451481726222,0.22327341532639544,-0.09999999999999998,0.16151315789473683,-84,4,-0.00537109375
mask_157.h5,0,169,0,16215,0.0,,0.0,0.0,0.0,0.01031494140625,0,127,0,16257,0.0,,0.0,0.0,0.0,0.00775146484375,0.0,0.0,,0.0,-42,0,-0.0025634765625
mask_158.h5,0,0,167,16217,,0.0,0.0,0.0,0.01019287109375,0.0,0,0,167,16217,,0.0,0.0,0.0,0.01019287109375,0.0,0.0,,0.0,0.0,0,0,0.0
mask_159.h5,189,56,118,16021,0.7714285714285715,0.6156351791530945,0.6847826086956522,0.5206611570247934,0.01873779296875,0.01495361328125,184,103,123,15974,0.6411149825783972,0.5993485342019544,0.6195286195286195,0.44878048780487806,0.01873779296875,0.01751708984375,-0.06525398916703273,-0.1303135888501743,-0.016286644951140072,-0.07188066921991537,47,5,0.0025634765625
mask_160.h5,0,0,23,16361,,0.0,0.0,0.0,0.00140380859375,0.0,0,0,23,16361,,0.0,0.0,0.0,0.00140380859375,0.0,0.0,,0.0,0.0,0,0,0.0
mask_161.h5,105,105,87,16087,0.5,0.546875,0.5223880597014925,0.35353535353535354,0.01171875,0.0128173828125,101,57,91,16135,0.6392405063291139,0.5260416666666666,0.5771428571428572,0.40562248995983935,0.01171875,0.0096435546875,0.05475479744136469,0.1392405063291139,-0.02083333333333337,0.052087136424485814,-48,4,-0.003173828125
mask_162.h5,0,476,0,15908,0.0,,0.0,0.0,0.0,0.029052734375,0,310,0,16074,0.0,,0.0,0.0,0.0,0.0189208984375,0.0,0.0,,0.0,-166,0,-0.0101318359375
mask_163.h5,29,52,15,16288,0.35802469135802467,0.6590909090909091,0.464,0.3020833333333333,0.002685546875,0.00494384765625,27,37,17,16303,0.421875,0.6136363636363636,0.5,0.3333333333333333,0.002685546875,0.00390625,0.035999999999999976,0.06385030864197533,-0.045454545454545414,0.03125,-15,2,-0.00103759765625
mask_164.h5,0,30,0,16354,0.0,,0.0,0.0,0.0,0.0018310546875,0,39,0,16345,0.0,,0.0,0.0,0.0,0.00238037109375,0.0,0.0,,0.0,9,0,0.00054931640625
mask_165.h5,100,63,119,16102,0.6134969325153374,0.45662100456621,0.5235602094240838,0.3546099290780142,0.01336669921875,0.00994873046875,70,6,149,16159,0.9210526315789473,0.319634703196347,0.4745762711864407,0.3111111111111111,0.01336669921875,0.004638671875,-0.048983938237643077,0.3075556990636099,-0.136986301369863,-0.04349881796690308,-57,30,-0.00531005859375
mask_166.h5,0,166,0,16218,0.0,,0.0,0.0,0.0,0.0101318359375,0,41,0,16343,0.0,,0.0,0.0,0.0,0.00250244140625,0.0,0.0,,0.0,-125,0,-0.00762939453125
mask_167.h5,2270,218,99,13797,0.912379421221865,0.9582102152807092,0.934733374511015,0.8774642442984152,0.14459228515625,0.15185546875,2252,196,117,13819,0.9199346405228758,0.9506120726044744,0.9350217977994603,0.877972709551657,0.14459228515625,0.1494140625,0.0002884232884452498,0.007555219301010774,-0.007598142676234709,0.0005084652532417744,-22,18,-0.00244140625
mask_168.h5,0,125,0,16259,0.0,,0.0,0.0,0.0,0.00762939453125,0,0,0,16384,,,,,0.0,0.0,,,,,-125,0,-0.00762939453125
mask_169.h5,307,65,20,15992,0.8252688172043011,0.9388379204892966,0.8783977110157367,0.7831632653061225,0.01995849609375,0.022705078125,290,45,37,16012,0.8656716417910447,0.8868501529051988,0.8761329305135952,0.7795698924731183,0.01995849609375,0.02044677734375,-0.002264780502141517,0.0404028245867436,-0.051987767584097844,-0.0035933728330042047,-20,17,-0.00225830078125
mask_170.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_171.h5,0,144,0,16240,0.0,,0.0,0.0,0.0,0.0087890625,0,59,0,16325,0.0,,0.0,0.0,0.0,0.00360107421875,0.0,0.0,,0.0,-85,0,-0.00518798828125
mask_172.h5,289,221,29,15845,0.5666666666666667,0.9088050314465409,0.6980676328502415,0.536178107606679,0.0194091796875,0.0311279296875,257,118,61,15948,0.6853333333333333,0.8081761006289309,0.7417027417027418,0.5894495412844036,0.0194091796875,0.02288818359375,0.043635108852500215,0.1186666666666667,-0.10062893081761004,0.05327143367772458,-103,32,-0.00823974609375
mask_173.h5,0,4,0,16380,0.0,,0.0,0.0,0.0,0.000244140625,0,0,0,16384,,,,,0.0,0.0,,,,,-4,0,-0.000244140625
mask_174.h5,7,5,4,16368,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.4375,0.00067138671875,0.000732421875,3,0,8,16373,1.0,0.2727272727272727,0.42857142857142855,0.2727272727272727,0.00067138671875,0.00018310546875,-0.18012422360248453,0.41666666666666663,-0.36363636363636365,-0.1647727272727273,-5,4,-0.00054931640625
mask_175.h5,8,386,2,15988,0.02030456852791878,0.8,0.039603960396039604,0.020202020202020204,0.0006103515625,0.0240478515625,6,273,4,16101,0.021505376344086023,0.6,0.04152249134948097,0.02120141342756184,0.0006103515625,0.01702880859375,0.0019185309534413622,0.001200807816167243,-0.20000000000000007,0.0009993932255416352,-113,2,-0.00701904296875
mask_176.h5,0,169,0,16215,0.0,,0.0,0.0,0.0,0.01031494140625,0,12,0,16372,0.0,,0.0,0.0,0.0,0.000732421875,0.0,0.0,,0.0,-157,0,-0.00958251953125
mask_177.h5,192,288,73,15831,0.4,0.7245283018867924,0.5154362416107383,0.3471971066907776,0.01617431640625,0.029296875,117,178,148,15941,0.39661016949152544,0.44150943396226416,0.41785714285714287,0.26410835214446954,0.01617431640625,0.01800537109375,-0.09757909875359544,-0.0033898305084745783,-0.28301886792452824,-0.08308875454630804,-110,75,-0.01129150390625
mask_178.h5,795,362,166,15061,0.6871218668971478,0.8272632674297606,0.7507082152974505,0.6009070294784581,0.05865478515625,0.07061767578125,705,182,256,15241,0.7948139797068771,0.7336108220603538,0.762987012987013,0.6167979002624672,0.05865478515625,0.05413818359375,0.012278797689562526,0.10769211280972923,-0.09365244536940687,0.01589087078400908,-180,90,-0.0164794921875
mask_179.h5,152,183,27,16022,0.4537313432835821,0.8491620111731844,0.5914396887159533,0.4198895027624309,0.01092529296875,0.02044677734375,120,100,59,16105,0.5454545454545454,0.6703910614525139,0.6015037593984962,0.43010752688172044,0.01092529296875,0.013427734375,0.010064070682542892,0.0917232021709633,-0.17877094972067042,0.010218024119289515,-83,32,-0.00701904296875
mask_180.h5,46,43,31,16264,0.5168539325842697,0.5974025974025974,0.5542168674698795,0.38333333333333336,0.00469970703125,0.00543212890625,38,14,39,16293,0.7307692307692307,0.4935064935064935,0.5891472868217055,0.4175824175824176,0.00469970703125,0.003173828125,0.03493041935182595,0.21391529818496102,-0.10389610389610388,0.03424908424908424,-29,8,-0.00225830078125
mask_181.h5,271,100,161,15852,0.7304582210242587,0.6273148148148148,0.6749688667496887,0.5093984962406015,0.0263671875,0.02264404296875,294,116,138,15836,0.7170731707317073,0.6805555555555556,0.6983372921615202,0.5364963503649635,0.0263671875,0.0250244140625,0.023368425411831484,-0.013385050292551437,0.05324074074074081,0.027097854124361942,16,-23,0.00238037109375
mask_182.h5,0,649,0,15735,0.0,,0.0,0.0,0.0,0.03961181640625,0,115,0,16269,0.0,,0.0,0.0,0.0,0.00701904296875,0.0,0.0,,0.0,-534,0,-0.0325927734375
mask_183.h5,0,157,0,16227,0.0,,0.0,0.0,0.0,0.00958251953125,0,104,0,16280,0.0,,0.0,0.0,0.0,0.00634765625,0.0,0.0,,0.0,-53,0,-0.00323486328125
mask_184.h5,0,47,0,16337,0.0,,0.0,0.0,0.0,0.00286865234375,0,36,0,16348,0.0,,0.0,0.0,0.0,0.002197265625,0.0,0.0,,0.0,-11,0,-0.00067138671875
mask_185.h5,235,278,14,15857,0.4580896686159844,0.9437751004016064,0.6167979002624672,0.4459203036053131,0.01519775390625,0.03131103515625,214,202,35,15933,0.5144230769230769,0.8594377510040161,0.643609022556391,0.4745011086474501,0.01519775390625,0.025390625,0.026811122293923795,0.05633340830709249,-0.0843373493975903,0.028580805042137003,-76,21,-0.00592041015625
mask_186.h5,8,70,0,16306,0.10256410256410256,1.0,0.18604651162790697,0.10256410256410256,0.00048828125,0.0047607421875,8,87,0,16289,0.08421052631578947,1.0,0.1553398058252427,0.08421052631578947,0.00048828125,0.00579833984375,-0.03070670580266427,-0.01835357624831309,0.0,-0.01835357624831309,17,0,0.00103759765625
mask_187.h5,253,310,19,15802,0.4493783303730018,0.9301470588235294,0.6059880239520958,0.43470790378006874,0.0166015625,0.03436279296875,239,287,33,15825,0.4543726235741445,0.8786764705882353,0.5989974937343359,0.4275491949910555,0.0166015625,0.0321044921875,-0.0069905302177599715,0.004994293201142697,-0.05147058823529416,-0.007158708789013257,-23,14,-0.00225830078125
mask_188.h5,86,594,24,15680,0.1264705882352941,0.7818181818181819,0.21772151898734177,0.12215909090909091,0.0067138671875,0.04150390625,107,524,3,15750,0.16957210776545167,0.9727272727272728,0.28879892037786775,0.16876971608832808,0.0067138671875,0.03851318359375,0.07107740139052598,0.04310151953015756,0.19090909090909092,0.04661062517923717,-70,-21,-0.00299072265625
mask_189.h5,889,153,323,15019,0.8531669865642995,0.7334983498349835,0.7888198757763976,0.6512820512820513,0.073974609375,0.0635986328125,792,131,420,15041,0.8580715059588299,0.6534653465346535,0.7419203747072599,0.5897244973938943,0.073974609375,0.05633544921875,-0.04689950106913765,0.004904519394530404,-0.08003300330033003,-0.06155755388815698,-22,97,-0.00726318359375
mask_190.h5,0,0,78,16306,,0.0,0.0,0.0,0.0047607421875,0.0,0,0,78,16306,,0.0,0.0,0.0,0.0047607421875,0.0,0.0,,0.0,0.0,0,0,0.0
mask_191.h5,0,1,0,16383,0.0,,0.0,0.0,0.0,6.103515625e-05,0,0,0,16384,,,,,0.0,0.0,,,,,-1,0,-6.103515625e-05
mask_192.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_193.h5,0,0,0,16384,,,,,0.0,0.0,0,0,0,16384,,,,,0.0,0.0,,,,,0,0,0.0
mask_194.h5,0,2,0,16382,0.0,,0.0,0.0,0.0,0.0001220703125,0,250,0,16134,0.0,,0.0,0.0,0.0,0.0152587890625,0.0,0.0,,0.0,248,0,0.01513671875
mask_195.h5,0,7,0,16377,0.0,,0.0,0.0,0.0,0.00042724609375,0,0,0,16384,,,,,0.0,0.0,,,,,-7,0,-0.00042724609375
mask_196.h5,117,56,69,16142,0.6763005780346821,0.6290322580645161,0.6518105849582173,0.4834710743801653,0.0113525390625,0.01055908203125,91,30,95,16168,0.7520661157024794,0.489247311827957,0.5928338762214984,0.4212962962962963,0.0113525390625,0.00738525390625,-0.0589767087367189,0.07576553766779726,-0.13978494623655913,-0.06217477808386901,-26,26,-0.003173828125
mask_197.h5,51,20,290,16023,0.7183098591549296,0.1495601173020528,0.24757281553398058,0.14127423822714683,0.02081298828125,0.00433349609375,225,33,116,16010,0.872093023255814,0.6598240469208211,0.7512520868113522,0.6016042780748663,0.02081298828125,0.0157470703125,0.5036792712773717,0.15378316410088433,0.5102639296187683,0.4603300398477195,13,-174,0.01141357421875
mask_198.h5,0,743,0,15641,0.0,,0.0,0.0,0.0,0.04534912109375,0,11,0,16373,0.0,,0.0,0.0,0.0,0.00067138671875,0.0,0.0,,0.0,-732,0,-0.044677734375
mask_199.h5,150,493,11,15730,0.2332814930015552,0.9316770186335404,0.373134328358209,0.22935779816513763,0.00982666015625,0.03924560546875,138,338,23,15885,0.28991596638655465,0.8571428571428571,0.43328100470957615,0.27655310621242485,0.00982666015625,0.029052734375,0.06014667635136717,0.05663447338499944,-0.07453416149068326,0.04719530804728722,-155,12,-0.01019287109375
